"id","likedBy","createdAt","contentId","reaction"
783541,200011,"2023-01-19 08:58:29.419",122107,"Thumbs_Up"
783542,200001,"2023-01-19 08:58:29.746",122107,"Thumbs_Up"
783543,200002,"2023-01-19 08:58:30.085",122107,"Thumbs_Up"
783544,200003,"2023-01-19 08:58:30.423",122107,"Thumbs_Up"
783545,200004,"2023-01-19 08:58:30.759",122109,"Thumbs_Up"
783546,200005,"2023-01-19 08:58:31.103",122109,"Thumbs_Up"
783547,200006,"2023-01-19 08:58:31.452",122109,"Thumbs_Up"
783548,200007,"2023-01-19 08:58:31.791",122109,"Thumbs_Up"
783549,200008,"2023-01-19 08:58:32.129",122109,"Thumbs_Up"
783550,200009,"2023-01-19 08:58:32.462",122109,"Thumbs_Up"
783551,200010,"2023-01-19 08:58:32.797",122109,"Thumbs_Up"
783552,200011,"2023-01-19 08:58:33.13",122109,"Thumbs_Up"
783553,200001,"2023-01-19 08:58:33.477",122109,"Thumbs_Up"
783554,200002,"2023-01-19 08:58:33.818",122109,"Thumbs_Up"
783555,200003,"2023-01-19 08:58:34.159",122171,"Thumbs_Up"
783556,200004,"2023-01-19 08:58:34.497",122171,"Thumbs_Up"
783557,200005,"2023-01-19 08:58:34.829",122171,"Thumbs_Up"
783558,200006,"2023-01-19 08:58:35.158",122171,"Thumbs_Up"
783559,200007,"2023-01-19 08:58:35.499",122171,"Thumbs_Up"
783560,200008,"2023-01-19 08:58:35.825",122171,"Thumbs_Up"
783561,200009,"2023-01-19 08:58:36.162",122171,"Thumbs_Up"
783562,200010,"2023-01-19 08:58:36.512",122171,"Thumbs_Up"
783563,200011,"2023-01-19 08:58:36.848",122171,"Thumbs_Up"
783564,200001,"2023-01-19 08:58:37.178",122171,"Thumbs_Up"
783565,200002,"2023-01-19 08:58:37.606",122322,"Thumbs_Up"
783566,200003,"2023-01-19 08:58:37.946",122322,"Thumbs_Up"
783567,200004,"2023-01-19 08:58:38.281",122322,"Thumbs_Up"
783568,200005,"2023-01-19 08:58:38.617",122322,"Thumbs_Up"
783569,200006,"2023-01-19 08:58:38.964",122322,"Thumbs_Up"
783570,200007,"2023-01-19 08:58:39.297",122322,"Thumbs_Up"
783571,200008,"2023-01-19 08:58:39.628",122322,"Thumbs_Up"
783572,200009,"2023-01-19 08:58:39.966",122322,"Thumbs_Up"
783573,200010,"2023-01-19 08:58:40.379",122322,"Thumbs_Up"
783574,200011,"2023-01-19 08:58:40.711",122322,"Thumbs_Up"
783575,200001,"2023-01-19 08:58:41.066",122328,"Thumbs_Up"
783576,200002,"2023-01-19 08:58:41.424",122328,"Thumbs_Up"
783577,200003,"2023-01-19 08:58:41.772",122328,"Thumbs_Up"
783578,200004,"2023-01-19 08:58:42.099",122328,"Thumbs_Up"
783579,200005,"2023-01-19 08:58:42.432",122328,"Thumbs_Up"
783580,200006,"2023-01-19 08:58:42.776",122328,"Thumbs_Up"
783581,200007,"2023-01-19 08:58:43.114",122328,"Thumbs_Up"
783582,200008,"2023-01-19 08:58:43.445",122328,"Thumbs_Up"
783583,200009,"2023-01-19 08:58:43.787",122328,"Thumbs_Up"
783584,200010,"2023-01-19 08:58:44.127",122328,"Thumbs_Up"
783585,200011,"2023-01-19 08:58:44.498",122332,"Thumbs_Up"
783586,200001,"2023-01-19 08:58:44.856",122332,"Thumbs_Up"
783587,200002,"2023-01-19 08:58:45.185",122332,"Thumbs_Up"
783588,200003,"2023-01-19 08:58:45.517",122332,"Thumbs_Up"
783589,200004,"2023-01-19 08:58:45.852",122332,"Thumbs_Up"
783590,200005,"2023-01-19 08:58:46.183",122332,"Thumbs_Up"
783591,200006,"2023-01-19 08:58:46.524",122332,"Thumbs_Up"
783592,200007,"2023-01-19 08:58:46.87",122332,"Thumbs_Up"
783593,200008,"2023-01-19 08:58:47.201",122332,"Thumbs_Up"
783594,200009,"2023-01-19 08:58:47.535",122332,"Thumbs_Up"
783595,200010,"2023-01-19 08:58:47.872",122354,"Thumbs_Up"
783596,200011,"2023-01-19 08:58:48.207",122354,"Thumbs_Up"
783597,200001,"2023-01-19 08:58:48.544",122354,"Thumbs_Up"
783598,200002,"2023-01-19 08:58:48.876",122354,"Thumbs_Up"
783599,200003,"2023-01-19 08:58:49.216",122354,"Thumbs_Up"
783600,200004,"2023-01-19 08:58:49.55",122354,"Thumbs_Up"
783601,200005,"2023-01-19 08:58:49.89",122354,"Thumbs_Up"
783602,200006,"2023-01-19 08:58:50.234",122354,"Thumbs_Up"
783603,200007,"2023-01-19 08:58:50.571",122354,"Thumbs_Up"
783604,200008,"2023-01-19 08:58:50.907",122354,"Thumbs_Up"
783605,200009,"2023-01-19 08:58:51.854",122359,"Thumbs_Up"
783606,200010,"2023-01-19 08:58:52.187",122359,"Thumbs_Up"
783607,200011,"2023-01-19 08:58:52.528",122359,"Thumbs_Up"
783608,200001,"2023-01-19 08:58:52.858",122359,"Thumbs_Up"
783609,200002,"2023-01-19 08:58:53.193",122359,"Thumbs_Up"
783610,200003,"2023-01-19 08:58:53.542",122359,"Thumbs_Up"
783611,200004,"2023-01-19 08:58:53.874",122359,"Thumbs_Up"
783612,200005,"2023-01-19 08:58:54.206",122359,"Thumbs_Up"
783613,200006,"2023-01-19 08:58:54.532",122359,"Thumbs_Up"
783614,200007,"2023-01-19 08:58:54.862",122359,"Thumbs_Up"
783615,200008,"2023-01-19 08:58:55.216",122362,"Thumbs_Up"
783616,200009,"2023-01-19 08:58:55.546",122362,"Thumbs_Up"
783617,200010,"2023-01-19 08:58:55.886",122362,"Thumbs_Up"
783618,200011,"2023-01-19 08:58:56.211",122362,"Thumbs_Up"
783619,200001,"2023-01-19 08:58:56.535",122362,"Thumbs_Up"
783620,200002,"2023-01-19 08:58:56.858",122362,"Thumbs_Up"
783621,200003,"2023-01-19 08:58:57.186",122362,"Thumbs_Up"
783622,200004,"2023-01-19 08:58:57.513",122362,"Thumbs_Up"
783623,200005,"2023-01-19 08:58:57.836",122362,"Thumbs_Up"
783624,200006,"2023-01-19 08:58:58.166",122362,"Thumbs_Up"
783625,200007,"2023-01-19 08:58:58.518",122366,"Thumbs_Up"
783626,200008,"2023-01-19 08:58:58.851",122366,"Thumbs_Up"
783627,200009,"2023-01-19 08:58:59.175",122366,"Thumbs_Up"
783628,200010,"2023-01-19 08:58:59.499",122366,"Thumbs_Up"
783629,200011,"2023-01-19 08:58:59.826",122366,"Thumbs_Up"
783630,200001,"2023-01-19 08:59:00.144",122366,"Thumbs_Up"
783631,200002,"2023-01-19 08:59:00.473",122366,"Thumbs_Up"
783632,200003,"2023-01-19 08:59:00.802",122366,"Thumbs_Up"
783633,200004,"2023-01-19 08:59:01.123",122366,"Thumbs_Up"
783634,200005,"2023-01-19 08:59:01.452",122366,"Thumbs_Up"
783635,200006,"2023-01-19 08:59:01.781",123123,"Thumbs_Up"
783636,200007,"2023-01-19 08:59:02.112",123123,"Thumbs_Up"
783637,200008,"2023-01-19 08:59:02.436",123123,"Thumbs_Up"
783638,200009,"2023-01-19 08:59:02.762",123123,"Thumbs_Up"
783639,200010,"2023-01-19 08:59:03.088",123123,"Thumbs_Up"
783640,200011,"2023-01-19 08:59:03.422",123123,"Thumbs_Up"
783641,200001,"2023-01-19 08:59:03.748",123123,"Thumbs_Up"
783642,200002,"2023-01-19 08:59:04.074",123123,"Thumbs_Up"
783643,200003,"2023-01-19 08:59:04.404",123123,"Thumbs_Up"
783644,200004,"2023-01-19 08:59:04.74",123123,"Thumbs_Up"
783645,200005,"2023-01-19 08:59:05.09",122073,"Thumbs_Up"
783646,200006,"2023-01-19 08:59:05.442",122073,"Thumbs_Up"
783647,200007,"2023-01-19 08:59:05.767",122073,"Thumbs_Up"
783648,200008,"2023-01-19 08:59:06.096",122073,"Thumbs_Up"
783649,200009,"2023-01-19 08:59:06.435",122073,"Thumbs_Up"
783650,200010,"2023-01-19 08:59:06.759",122073,"Thumbs_Up"
783651,200011,"2023-01-19 08:59:07.095",122073,"Thumbs_Up"
783652,200001,"2023-01-19 08:59:07.424",122073,"Thumbs_Up"
783653,200002,"2023-01-19 08:59:07.751",122073,"Thumbs_Up"
783654,200003,"2023-01-19 08:59:08.076",122073,"Thumbs_Up"
783655,200004,"2023-01-19 08:59:08.417",122761,"Thumbs_Up"
783656,200005,"2023-01-19 08:59:08.756",122761,"Thumbs_Up"
783657,200006,"2023-01-19 08:59:09.086",122761,"Thumbs_Up"
783658,200007,"2023-01-19 08:59:09.408",122761,"Thumbs_Up"
783659,200008,"2023-01-19 08:59:09.736",122761,"Thumbs_Up"
783660,200009,"2023-01-19 08:59:10.056",122761,"Thumbs_Up"
783661,200010,"2023-01-19 08:59:10.388",122761,"Thumbs_Up"
783662,200011,"2023-01-19 08:59:10.71",122761,"Thumbs_Up"
783663,200001,"2023-01-19 08:59:11.032",122761,"Thumbs_Up"
783664,200002,"2023-01-19 08:59:11.36",122761,"Thumbs_Up"
783665,200003,"2023-01-19 08:59:11.706",122764,"Thumbs_Up"
783666,200004,"2023-01-19 08:59:12.053",122764,"Thumbs_Up"
783667,200005,"2023-01-19 08:59:12.398",122764,"Thumbs_Up"
783668,200006,"2023-01-19 08:59:12.724",122764,"Thumbs_Up"
783669,200007,"2023-01-19 08:59:13.06",122764,"Thumbs_Up"
783670,200008,"2023-01-19 08:59:13.388",122764,"Thumbs_Up"
783671,200009,"2023-01-19 08:59:13.721",122764,"Thumbs_Up"
783672,200010,"2023-01-19 08:59:14.068",122764,"Thumbs_Up"
783673,200011,"2023-01-19 08:59:14.392",122764,"Thumbs_Up"
783674,200001,"2023-01-19 08:59:14.73",122764,"Thumbs_Up"
783675,200002,"2023-01-19 08:59:15.08",122765,"Thumbs_Up"
783676,200003,"2023-01-19 08:59:15.419",122765,"Thumbs_Up"
783677,200004,"2023-01-19 08:59:15.753",122765,"Thumbs_Up"
783678,200005,"2023-01-19 08:59:16.081",122765,"Thumbs_Up"
783679,200006,"2023-01-19 08:59:16.419",122765,"Thumbs_Up"
783680,200007,"2023-01-19 08:59:16.74",122765,"Thumbs_Up"
783681,200008,"2023-01-19 08:59:17.085",122765,"Thumbs_Up"
783682,200009,"2023-01-19 08:59:17.417",122765,"Thumbs_Up"
783683,200010,"2023-01-19 08:59:17.746",122765,"Thumbs_Up"
783684,200011,"2023-01-19 08:59:18.08",122765,"Thumbs_Up"
783685,200001,"2023-01-19 08:59:18.417",122768,"Thumbs_Up"
783686,200002,"2023-01-19 08:59:18.749",122768,"Thumbs_Up"
783687,200003,"2023-01-19 08:59:19.084",122768,"Thumbs_Up"
783688,200004,"2023-01-19 08:59:19.42",122768,"Thumbs_Up"
783689,200005,"2023-01-19 08:59:19.757",122768,"Thumbs_Up"
783690,200006,"2023-01-19 08:59:20.082",122768,"Thumbs_Up"
783691,200007,"2023-01-19 08:59:20.422",122768,"Thumbs_Up"
783692,200008,"2023-01-19 08:59:20.751",122768,"Thumbs_Up"
783693,200009,"2023-01-19 08:59:21.081",122768,"Thumbs_Up"
783694,200010,"2023-01-19 08:59:21.417",122768,"Thumbs_Up"
783695,200011,"2023-01-19 08:59:21.776",122931,"Thumbs_Up"
783696,200001,"2023-01-19 08:59:22.113",122931,"Thumbs_Up"
783697,200002,"2023-01-19 08:59:22.443",122931,"Thumbs_Up"
783698,200003,"2023-01-19 08:59:22.774",122931,"Thumbs_Up"
783699,200004,"2023-01-19 08:59:23.102",122931,"Thumbs_Up"
783700,200005,"2023-01-19 08:59:23.428",122931,"Thumbs_Up"
783701,200006,"2023-01-19 08:59:23.754",122931,"Thumbs_Up"
783702,200007,"2023-01-19 08:59:24.083",122931,"Thumbs_Up"
783703,200008,"2023-01-19 08:59:24.409",122931,"Thumbs_Up"
783704,200009,"2023-01-19 08:59:24.742",122931,"Thumbs_Up"
783705,200010,"2023-01-19 08:59:25.624",122934,"Thumbs_Up"
783706,200011,"2023-01-19 08:59:25.956",122934,"Thumbs_Up"
783707,200001,"2023-01-19 08:59:26.291",122934,"Thumbs_Up"
783708,200002,"2023-01-19 08:59:26.619",122934,"Thumbs_Up"
783709,200003,"2023-01-19 08:59:26.945",122934,"Thumbs_Up"
783710,200004,"2023-01-19 08:59:27.272",122934,"Thumbs_Up"
783711,200005,"2023-01-19 08:59:27.606",122934,"Thumbs_Up"
783712,200006,"2023-01-19 08:59:27.933",122934,"Thumbs_Up"
783713,200007,"2023-01-19 08:59:28.258",122934,"Thumbs_Up"
783714,200008,"2023-01-19 08:59:28.59",122934,"Thumbs_Up"
783715,200009,"2023-01-19 08:59:28.927",122936,"Thumbs_Up"
783716,200010,"2023-01-19 08:59:29.253",122936,"Thumbs_Up"
783717,200011,"2023-01-19 08:59:29.586",122936,"Thumbs_Up"
783718,200001,"2023-01-19 08:59:29.917",122936,"Thumbs_Up"
783719,200002,"2023-01-19 08:59:30.251",122936,"Thumbs_Up"
783720,200003,"2023-01-19 08:59:30.593",122936,"Thumbs_Up"
783721,200004,"2023-01-19 08:59:30.924",122936,"Thumbs_Up"
783722,200005,"2023-01-19 08:59:31.388",122936,"Thumbs_Up"
783723,200006,"2023-01-19 08:59:31.712",122936,"Thumbs_Up"
783724,200007,"2023-01-19 08:59:32.044",122936,"Thumbs_Up"
783725,200008,"2023-01-19 08:59:32.39",122939,"Thumbs_Up"
783726,200009,"2023-01-19 08:59:32.721",122939,"Thumbs_Up"
783727,200010,"2023-01-19 08:59:33.06",122939,"Thumbs_Up"
783728,200011,"2023-01-19 08:59:33.394",122939,"Thumbs_Up"
783729,200001,"2023-01-19 08:59:33.723",122939,"Thumbs_Up"
783730,200002,"2023-01-19 08:59:34.05",122939,"Thumbs_Up"
783731,200003,"2023-01-19 08:59:34.392",122939,"Thumbs_Up"
783732,200004,"2023-01-19 08:59:34.731",122939,"Thumbs_Up"
783733,200005,"2023-01-19 08:59:35.061",122939,"Thumbs_Up"
783734,200006,"2023-01-19 08:59:35.402",122939,"Thumbs_Up"
783735,200007,"2023-01-19 08:59:35.764",122961,"Thumbs_Up"
783736,200008,"2023-01-19 08:59:36.096",122961,"Thumbs_Up"
783737,200009,"2023-01-19 08:59:36.433",122961,"Thumbs_Up"
783738,200010,"2023-01-19 08:59:36.76",122961,"Thumbs_Up"
783739,200011,"2023-01-19 08:59:37.091",122961,"Thumbs_Up"
783740,200001,"2023-01-19 08:59:37.42",122961,"Thumbs_Up"
783741,200002,"2023-01-19 08:59:37.748",122961,"Thumbs_Up"
783742,200003,"2023-01-19 08:59:38.073",122961,"Thumbs_Up"
783743,200004,"2023-01-19 08:59:38.407",122961,"Thumbs_Up"
783744,200005,"2023-01-19 08:59:38.736",122961,"Thumbs_Up"
783745,200006,"2023-01-19 08:59:39.072",122966,"Thumbs_Up"
783746,200007,"2023-01-19 08:59:39.416",122966,"Thumbs_Up"
783747,200008,"2023-01-19 08:59:39.747",122966,"Thumbs_Up"
783748,200009,"2023-01-19 08:59:40.069",122966,"Thumbs_Up"
783749,200010,"2023-01-19 08:59:40.408",122966,"Thumbs_Up"
783750,200011,"2023-01-19 08:59:40.733",122966,"Thumbs_Up"
783751,200001,"2023-01-19 08:59:41.072",122966,"Thumbs_Up"
783752,200002,"2023-01-19 08:59:41.408",122966,"Thumbs_Up"
783753,200003,"2023-01-19 08:59:41.729",122966,"Thumbs_Up"
783754,200004,"2023-01-19 08:59:42.064",122966,"Thumbs_Up"
783755,200005,"2023-01-19 08:59:42.419",122970,"Thumbs_Up"
783756,200006,"2023-01-19 08:59:42.757",122970,"Thumbs_Up"
783757,200007,"2023-01-19 08:59:43.084",122970,"Thumbs_Up"
783758,200008,"2023-01-19 08:59:43.415",122970,"Thumbs_Up"
783759,200009,"2023-01-19 08:59:43.747",122970,"Thumbs_Up"
783760,200010,"2023-01-19 08:59:44.075",122970,"Thumbs_Up"
783761,200011,"2023-01-19 08:59:44.411",122970,"Thumbs_Up"
783762,200001,"2023-01-19 08:59:44.745",122970,"Thumbs_Up"
783763,200002,"2023-01-19 08:59:45.075",122970,"Thumbs_Up"
783764,200003,"2023-01-19 08:59:45.417",122970,"Thumbs_Up"
783765,200004,"2023-01-19 08:59:45.761",123023,"Thumbs_Up"
783766,200005,"2023-01-19 08:59:46.118",123023,"Thumbs_Up"
783767,200006,"2023-01-19 08:59:46.49",123023,"Thumbs_Up"
783768,200007,"2023-01-19 08:59:46.815",123023,"Thumbs_Up"
783769,200008,"2023-01-19 08:59:47.142",123023,"Thumbs_Up"
783770,200009,"2023-01-19 08:59:47.467",123023,"Thumbs_Up"
783771,200010,"2023-01-19 08:59:47.798",123023,"Thumbs_Up"
783772,200011,"2023-01-19 08:59:48.122",123023,"Thumbs_Up"
783773,200001,"2023-01-19 08:59:48.447",123023,"Thumbs_Up"
783774,200002,"2023-01-19 08:59:48.785",123023,"Thumbs_Up"
783775,200003,"2023-01-19 08:59:49.135",123029,"Thumbs_Up"
783776,200004,"2023-01-19 08:59:49.469",123029,"Thumbs_Up"
783777,200005,"2023-01-19 08:59:49.795",123029,"Thumbs_Up"
783778,200006,"2023-01-19 08:59:50.125",123029,"Thumbs_Up"
783779,200007,"2023-01-19 08:59:50.456",123029,"Thumbs_Up"
783780,200008,"2023-01-19 08:59:50.784",123029,"Thumbs_Up"
783781,200009,"2023-01-19 08:59:51.114",123029,"Thumbs_Up"
783782,200010,"2023-01-19 08:59:51.456",123029,"Thumbs_Up"
783783,200011,"2023-01-19 08:59:51.781",123029,"Thumbs_Up"
783784,200001,"2023-01-19 08:59:52.107",123029,"Thumbs_Up"
783785,200002,"2023-01-19 08:59:52.446",122110,"Thumbs_Up"
783786,200003,"2023-01-19 08:59:52.785",122110,"Thumbs_Up"
783787,200004,"2023-01-19 08:59:53.163",122110,"Thumbs_Up"
783788,200005,"2023-01-19 08:59:53.494",122110,"Thumbs_Up"
783789,200006,"2023-01-19 08:59:53.876",122110,"Thumbs_Up"
783790,200007,"2023-01-19 08:59:54.208",122110,"Thumbs_Up"
783791,200008,"2023-01-19 08:59:54.547",122110,"Thumbs_Up"
783792,200009,"2023-01-19 08:59:54.879",122110,"Thumbs_Up"
783793,200010,"2023-01-19 08:59:55.206",122110,"Thumbs_Up"
783794,200011,"2023-01-19 08:59:55.538",122110,"Thumbs_Up"
783795,200001,"2023-01-19 08:59:55.868",122113,"Thumbs_Up"
783796,200002,"2023-01-19 08:59:56.203",122113,"Thumbs_Up"
783797,200003,"2023-01-19 08:59:56.533",122113,"Thumbs_Up"
783798,200004,"2023-01-19 08:59:56.868",122113,"Thumbs_Up"
783799,200005,"2023-01-19 08:59:57.207",122113,"Thumbs_Up"
783800,200006,"2023-01-19 08:59:57.535",122113,"Thumbs_Up"
783801,200007,"2023-01-19 08:59:57.882",122113,"Thumbs_Up"
783802,200008,"2023-01-19 08:59:58.209",122113,"Thumbs_Up"
783803,200009,"2023-01-19 08:59:58.532",122113,"Thumbs_Up"
783804,200010,"2023-01-19 08:59:58.868",122113,"Thumbs_Up"
783805,200011,"2023-01-19 08:59:59.865",122116,"Thumbs_Up"
783806,200001,"2023-01-19 09:00:00.218",122116,"Thumbs_Up"
783807,200002,"2023-01-19 09:00:00.577",122116,"Thumbs_Up"
783808,200003,"2023-01-19 09:00:00.911",122116,"Thumbs_Up"
783809,200004,"2023-01-19 09:00:01.248",122116,"Thumbs_Up"
783810,200005,"2023-01-19 09:00:01.594",122116,"Thumbs_Up"
783811,200006,"2023-01-19 09:00:01.928",122116,"Thumbs_Up"
783812,200007,"2023-01-19 09:00:02.266",122116,"Thumbs_Up"
783813,200008,"2023-01-19 09:00:02.621",122116,"Thumbs_Up"
783814,200009,"2023-01-19 09:00:02.97",122116,"Thumbs_Up"
783815,200010,"2023-01-19 09:00:03.358",122132,"Thumbs_Up"
783816,200011,"2023-01-19 09:00:03.699",122132,"Thumbs_Up"
783817,200001,"2023-01-19 09:00:04.041",122132,"Thumbs_Up"
783818,200002,"2023-01-19 09:00:04.385",122132,"Thumbs_Up"
783819,200003,"2023-01-19 09:00:04.73",122132,"Thumbs_Up"
783820,200004,"2023-01-19 09:00:05.071",122132,"Thumbs_Up"
783821,200005,"2023-01-19 09:00:05.401",122132,"Thumbs_Up"
783822,200006,"2023-01-19 09:00:05.769",122132,"Thumbs_Up"
783823,200007,"2023-01-19 09:00:06.102",122132,"Thumbs_Up"
783824,200008,"2023-01-19 09:00:06.444",122132,"Thumbs_Up"
783825,200009,"2023-01-19 09:00:06.817",122141,"Thumbs_Up"
783826,200010,"2023-01-19 09:00:07.15",122141,"Thumbs_Up"
783827,200011,"2023-01-19 09:00:07.488",122141,"Thumbs_Up"
783828,200001,"2023-01-19 09:00:07.817",122141,"Thumbs_Up"
783829,200002,"2023-01-19 09:00:08.154",122141,"Thumbs_Up"
783830,200003,"2023-01-19 09:00:08.5",122141,"Thumbs_Up"
783831,200004,"2023-01-19 09:00:08.834",122141,"Thumbs_Up"
783832,200005,"2023-01-19 09:00:09.173",122141,"Thumbs_Up"
783833,200006,"2023-01-19 09:00:09.507",122141,"Thumbs_Up"
783834,200007,"2023-01-19 09:00:09.847",122141,"Thumbs_Up"
783835,200008,"2023-01-19 09:00:10.186",122144,"Thumbs_Up"
783836,200009,"2023-01-19 09:00:10.516",122144,"Thumbs_Up"
783837,200010,"2023-01-19 09:00:10.857",122144,"Thumbs_Up"
783838,200011,"2023-01-19 09:00:11.19",122144,"Thumbs_Up"
783839,200001,"2023-01-19 09:00:11.531",122144,"Thumbs_Up"
783840,200002,"2023-01-19 09:00:11.863",122144,"Thumbs_Up"
783841,200003,"2023-01-19 09:00:12.195",122144,"Thumbs_Up"
783842,200004,"2023-01-19 09:00:12.545",122144,"Thumbs_Up"
783843,200005,"2023-01-19 09:00:12.871",122144,"Thumbs_Up"
783844,200006,"2023-01-19 09:00:13.217",122144,"Thumbs_Up"
783845,200007,"2023-01-19 09:00:13.594",122249,"Thumbs_Up"
783846,200008,"2023-01-19 09:00:13.926",122249,"Thumbs_Up"
783847,200009,"2023-01-19 09:00:14.27",122249,"Thumbs_Up"
783848,200010,"2023-01-19 09:00:14.598",122249,"Thumbs_Up"
783849,200011,"2023-01-19 09:00:14.936",122249,"Thumbs_Up"
783850,200001,"2023-01-19 09:00:15.268",122249,"Thumbs_Up"
783851,200002,"2023-01-19 09:00:15.605",122249,"Thumbs_Up"
783852,200003,"2023-01-19 09:00:15.945",122249,"Thumbs_Up"
783853,200004,"2023-01-19 09:00:16.278",122249,"Thumbs_Up"
783854,200005,"2023-01-19 09:00:16.616",122249,"Thumbs_Up"
783855,200006,"2023-01-19 09:00:16.966",122254,"Thumbs_Up"
783856,200007,"2023-01-19 09:00:17.293",122254,"Thumbs_Up"
783857,200008,"2023-01-19 09:00:17.629",122254,"Thumbs_Up"
783858,200009,"2023-01-19 09:00:17.957",122254,"Thumbs_Up"
783859,200010,"2023-01-19 09:00:18.29",122254,"Thumbs_Up"
783860,200011,"2023-01-19 09:00:18.62",122254,"Thumbs_Up"
783861,200001,"2023-01-19 09:00:18.951",122254,"Thumbs_Up"
783862,200002,"2023-01-19 09:00:19.294",122254,"Thumbs_Up"
783863,200003,"2023-01-19 09:00:19.626",122254,"Thumbs_Up"
783864,200004,"2023-01-19 09:00:19.959",122254,"Thumbs_Up"
783865,200005,"2023-01-19 09:00:20.306",122338,"Thumbs_Up"
783866,200006,"2023-01-19 09:00:20.637",122338,"Thumbs_Up"
783867,200007,"2023-01-19 09:00:20.981",122338,"Thumbs_Up"
783868,200008,"2023-01-19 09:00:21.31",122338,"Thumbs_Up"
783869,200009,"2023-01-19 09:00:21.649",122338,"Thumbs_Up"
783870,200010,"2023-01-19 09:00:21.987",122338,"Thumbs_Up"
783871,200011,"2023-01-19 09:00:22.479",122338,"Thumbs_Up"
783872,200001,"2023-01-19 09:00:22.813",122338,"Thumbs_Up"
783873,200002,"2023-01-19 09:00:23.14",122338,"Thumbs_Up"
783874,200003,"2023-01-19 09:00:23.49",122338,"Thumbs_Up"
783875,200004,"2023-01-19 09:00:23.829",122344,"Thumbs_Up"
783876,200005,"2023-01-19 09:00:24.159",122344,"Thumbs_Up"
783877,200006,"2023-01-19 09:00:24.503",122344,"Thumbs_Up"
783878,200007,"2023-01-19 09:00:24.837",122344,"Thumbs_Up"
783879,200008,"2023-01-19 09:00:25.177",122344,"Thumbs_Up"
783880,200009,"2023-01-19 09:00:25.516",122344,"Thumbs_Up"
783881,200010,"2023-01-19 09:00:25.846",122344,"Thumbs_Up"
783882,200011,"2023-01-19 09:00:26.18",122344,"Thumbs_Up"
783883,200001,"2023-01-19 09:00:26.52",122344,"Thumbs_Up"
783884,200002,"2023-01-19 09:00:26.857",122344,"Thumbs_Up"
783885,200003,"2023-01-19 09:00:27.206",122352,"Thumbs_Up"
783886,200004,"2023-01-19 09:00:27.541",122352,"Thumbs_Up"
783887,200005,"2023-01-19 09:00:27.884",122352,"Thumbs_Up"
783888,200006,"2023-01-19 09:00:28.223",122352,"Thumbs_Up"
783889,200007,"2023-01-19 09:00:28.561",122352,"Thumbs_Up"
783890,200008,"2023-01-19 09:00:28.892",122352,"Thumbs_Up"
783891,200009,"2023-01-19 09:00:29.226",122352,"Thumbs_Up"
783892,200010,"2023-01-19 09:00:29.57",122352,"Thumbs_Up"
783893,200011,"2023-01-19 09:00:29.9",122352,"Thumbs_Up"
783894,200001,"2023-01-19 09:00:30.237",122352,"Thumbs_Up"
783895,200002,"2023-01-19 09:00:30.6",122357,"Thumbs_Up"
783896,200003,"2023-01-19 09:00:31.082",122357,"Thumbs_Up"
783897,200004,"2023-01-19 09:00:31.439",122357,"Thumbs_Up"
783898,200005,"2023-01-19 09:00:31.77",122357,"Thumbs_Up"
783899,200006,"2023-01-19 09:00:32.116",122357,"Thumbs_Up"
783900,200007,"2023-01-19 09:00:32.471",122357,"Thumbs_Up"
783901,200008,"2023-01-19 09:00:32.808",122357,"Thumbs_Up"
783902,200009,"2023-01-19 09:00:33.157",122357,"Thumbs_Up"
783903,200010,"2023-01-19 09:00:33.487",122357,"Thumbs_Up"
783904,200011,"2023-01-19 09:00:33.824",122357,"Thumbs_Up"
783905,200001,"2023-01-19 09:00:34.746",122360,"Thumbs_Up"
783906,200002,"2023-01-19 09:00:35.081",122360,"Thumbs_Up"
783907,200003,"2023-01-19 09:00:35.413",122360,"Thumbs_Up"
783908,200004,"2023-01-19 09:00:35.742",122360,"Thumbs_Up"
783909,200005,"2023-01-19 09:00:36.086",122360,"Thumbs_Up"
783910,200006,"2023-01-19 09:00:36.452",122360,"Thumbs_Up"
783911,200007,"2023-01-19 09:00:36.787",122360,"Thumbs_Up"
783912,200008,"2023-01-19 09:00:37.139",122360,"Thumbs_Up"
783913,200009,"2023-01-19 09:00:37.47",122360,"Thumbs_Up"
783914,200010,"2023-01-19 09:00:37.807",122360,"Thumbs_Up"
783915,200011,"2023-01-19 09:00:38.17",122364,"Thumbs_Up"
783916,200001,"2023-01-19 09:00:38.503",122364,"Thumbs_Up"
783917,200002,"2023-01-19 09:00:38.839",122364,"Thumbs_Up"
783918,200003,"2023-01-19 09:00:39.169",122364,"Thumbs_Up"
783919,200004,"2023-01-19 09:00:39.516",122364,"Thumbs_Up"
783920,200005,"2023-01-19 09:00:39.84",122364,"Thumbs_Up"
783921,200006,"2023-01-19 09:00:40.166",122364,"Thumbs_Up"
783922,200007,"2023-01-19 09:00:40.511",122364,"Thumbs_Up"
783923,200008,"2023-01-19 09:00:40.845",122364,"Thumbs_Up"
783924,200009,"2023-01-19 09:00:41.181",122364,"Thumbs_Up"
783925,200010,"2023-01-19 09:00:41.536",122152,"Thumbs_Up"
783926,200011,"2023-01-19 09:00:41.868",122152,"Thumbs_Up"
783927,200001,"2023-01-19 09:00:42.204",122152,"Thumbs_Up"
783928,200002,"2023-01-19 09:00:42.534",122152,"Thumbs_Up"
